iter	Passed	Remaining
629	68599	258066
630	68679	257845
631	68752	257604
632	68822	257350
633	68892	257098
634	68972	256880
635	69054	256675
636	69122	256415
637	69201	256198
638	69366	256296
639	69451	256100
640	69544	255938
641	69621	255711
642	69738	255634
643	69836	255488
644	69937	255352
645	70050	255260
646	70172	255202
647	70268	255049
648	70340	254807
649	70420	254597
650	70502	254393
651	70630	254356
652	70726	254202
653	70818	254038
654	70905	253852
655	71010	253731
656	71147	253726
657	71237	253555
658	71320	253356
659	71390	253110
660	71464	252882
661	71568	252761
662	71708	252764
663	71787	252555
664	71867	252346
665	71942	252122
666	72016	251896
667	72091	251671
668	72165	251447
669	72254	251272
670	72331	251057
671	72406	250836
672	72484	250626
673	72552	250380
674	72627	250159
675	72709	249966
676	72794	249780
677	72868	249559
678	72948	249356
679	73027	249152
680	73102	248936
681	73181	248730
682	73271	248566
683	73346	248347
684	73417	248119
685	73498	247923
686	73581	247736
687	73659	247531
688	73743	247345
689	73867	247296
690	74013	247319
691	74118	247204
692	74204	247026
693	74293	246859
694	74400	246753
695	74480	246557
696	74580	246427
697	74673	246273
698	74758	246094
699	74849	245934
700	74943	245783
701	75031	245616
702	75117	245440
703	75215	245304
704	75342	245263
705	75476	245244
706	75599	245189
707	75712	245104
708	75826	245019
709	75914	244852
710	76020	244740
711	76154	244720
712	76475	245301
713	76658	245436
714	76773	245352
715	76879	245239
716	77044	245318
717	77161	245240
718	77256	245092
719	77346	244930
720	77431	244750
721	77529	244616
722	77625	244472
723	77712	244301
724	77798	244125
725	77879	243935
726	77963	243756
727	78048	243578
728	78148	243449
729	78244	243308
730	78333	243145
731	78415	242958
732	78496	242770
733	78578	242586
734	78667	242425
735	78753	242251
736	78859	242143
737	78954	241997
738	79064	241901
739	79175	241806
740	79270	241663
741	79368	241529
742	79442	241321
743	79519	241122
744	79597	240928
745	79687	240771
746	79776	240612
747	79859	240432
748	79935	240234
749	80007	240021
750	80086	239832
751	80172	239665
752	80261	239505
753	80335	239303
754	80419	239127
755	80492	238923
756	80573	238739
757	80659	238571
758	80736	238381
759	80847	238287
760	80940	238143
761	81040	238016
762	81166	237967
763	81335	238043
764	81434	237916
765	81506	237710
766	81587	237529
767	81670	237354
768	81751	237174
769	81833	236999
770	81908	236801
771	81990	236624
772	82091	236504
773	82198	236399
774	82295	236266
775	82400	236159
776	82500	236033
777	82618	235963
778	82723	235851
779	82816	235709
780	82896	235527
781	82971	235332
782	83057	235170
783	83136	234987
784	83212	234796
785	83280	234582
786	83372	234439
787	83479	234336
788	83585	234230
789	83697	234139
790	83783	233980
791	83869	233818
792	83970	233699
793	84063	233556
794	84159	233424
795	84250	233277
796	84335	233113
797	84442	233010
798	84552	232917
799	84653	232798
800	84745	232654
801	84828	232485
802	84923	232350
803	85004	232175
804	85092	232023
805	85183	231876
806	85264	231703
807	85348	231538
808	85434	231381
809	85546	231291
810	85645	231168
811	85766	231104
812	85890	231047
813	86015	230993
814	86117	230878
815	86210	230740
816	86311	230620
817	86433	230559
818	86549	230482
819	86666	230406
820	86781	230324
821	86884	230211
822	86998	230129
823	87081	229963
824	87184	229850
825	87276	229708
826	87366	229562
827	87454	229408
828	87544	229264
829	87624	229089
830	87761	229066
831	87878	228990
832	88011	228957
833	88317	229371
834	88521	229518
835	88679	229549
836	88766	229392
837	88849	229227
838	88927	229049
839	89012	228889
840	89092	228716
841	89166	228527
842	89249	228365
843	89324	228179
844	89412	228029
845	89498	227872
846	89566	227671
847	89644	227493
848	89726	227328
849	89799	227139
850	89878	226966
851	89962	226807
852	90049	226653
853	90125	226473
854	90196	226283
855	90285	226134
856	90360	225955
857	90445	225797
858	90538	225661
859	90629	225520
860	90708	225348
861	90805	225223
862	90912	225120
863	91021	225026
864	91105	224868
865	91176	224677
866	91248	224491
867	91323	224311
868	91406	224151
869	91479	223966
870	91560	223802
871	91642	223640
872	91719	223467
873	91788	223274
874	91873	223121
875	91948	222943
876	92075	222891
877	92168	222758
878	92257	222613
879	92347	222473
880	92465	222399
881	92559	222267
882	92644	222116
883	92728	221960
884	92827	221841
885	92921	221711
886	93018	221587
887	93128	221494
888	93226	221373
889	93310	221219
890	93385	221044
891	93476	220905
892	93589	220820
893	93690	220708
894	93809	220636
895	93911	220525
896	94024	220439
897	94183	220460
898	94313	220415
899	94386	220236
900	94497	220144
901	94597	220029
902	94700	219917
903	94781	219759
904	94863	219600
905	94946	219445
906	95038	219310
907	95173	219276
908	95277	219169
909	95386	219074
910	95512	219017
911	95641	218968
912	95742	218855
913	95836	218724
914	95911	218552
915	95998	218406
916	96095	218285
917	96182	218138
918	96269	217993
919	96367	217875
920	96455	217731
921	96550	217605
922	96640	217467
923	96721	217309
924	96817	217186
925	96902	217037
926	96981	216874
927	97065	216723
928	97153	216582
929	97238	216433
930	97326	216291
931	97468	216270
932	97620	216271
933	97775	216278
934	97912	216246
935	98039	216188
936	98138	216072
937	98231	215941
938	98318	215797
939	98431	215711
940	98522	215576
941	98628	215475
942	98718	215338
943	98811	215207
944	98898	215064
945	98981	214912
946	99064	214762
947	99150	214617
948	99232	214463
949	99344	214375
950	99436	214243
951	99548	214154
952	99636	214014
953	99730	213887
954	99932	213992
955	100047	213908
956	100143	213785
957	100214	213608
958	100299	213462
959	100372	213291
960	100453	213137
961	100527	212968
962	100610	212817
963	100691	212664
964	100762	212489
965	101000	212665
966	101072	212493
967	101149	212330
968	101228	212171
969	101300	212000
970	101377	211839
971	101447	211662
972	101527	211507
973	101599	211334
974	101681	211185
975	101755	211018
976	101827	210847
977	101897	210671
978	101977	210518
979	102060	210370
980	102171	210279
981	102268	210159
982	102368	210048
983	102449	209895
984	102539	209763
985	102613	209597
986	102693	209445
987	102764	209272
988	102854	209140
989	102926	208972
990	103008	208823
991	103096	208687
992	103212	208607
993	103306	208483
994	103404	208367
995	103493	208233
996	103620	208177
997	103702	208027
998	103783	207878
999	103868	207736
1000	103942	207573
1001	104023	207423
1002	104101	207268
1003	104194	207144
1004	104278	207000
1005	104373	206878
1006	104495	206811
1007	104660	206828
1008	104762	206720
1009	104887	206660
1010	105006	206584
1011	105121	206502
1012	105260	206468
1013	105373	206381
1014	105504	206330
1015	105665	206338
1016	105771	206239
1017	105869	206122
1018	105957	205987
1019	106044	205850
1020	106131	205714
1021	106223	205586
1022	106316	205461
1023	106405	205330
1024	106497	205202
1025	106584	205065
1026	106668	204924
1027	106800	204874
1028	106962	204881
1029	107067	204778
1030	107167	204668
1031	107257	204536
1032	107353	204418
1033	107450	204301
1034	107546	204182
1035	107645	204069
1036	107745	203958
1037	107837	203831
1038	107933	203713
1039	108043	203621
1040	108130	203485
1041	108217	203349
1042	108317	203237
1043	108412	203116
1044	108514	203010
1045	108624	202917
1046	108748	202851
1047	108896	202830
1048	109003	202731
1049	109153	202713
1050	109281	202654
1051	109382	202545
1052	109463	202398
1053	109543	202250
1054	109630	202115
1055	109702	201951
1056	109778	201798
1057	109860	201653
1058	109939	201503
1059	110025	201366
1060	110096	201202
1061	110174	201052
1062	110248	200894
1063	110326	200743
1064	110402	200590
1065	110485	200448
1066	110558	200290
1067	110699	200254
1068	110797	200140
1069	110894	200025
1070	111000	199924
1071	111128	199865
1072	111231	199760
1073	111307	199606
1074	111387	199462
1075	111524	199417
1076	111632	199321
1077	111831	199387
1078	111932	199279
1079	112019	199144
1080	112100	199000
1081	112175	198846
1082	112260	198711
1083	112342	198568
1084	112415	198410
1085	112485	198247
1086	112566	198105
1087	112642	197953
1088	112712	197790
1089	112789	197640
1090	112875	197505
1091	112957	197365
1092	113025	197200
1093	113109	197062
1094	113183	196907
1095	113262	196762
1096	113339	196612
1097	113422	196475
1098	113491	196311
1099	113562	196154
1100	113646	196017
1101	113751	195917
1102	113869	195839
1103	114006	195793
1104	114108	195688
1105	114243	195639
1106	114370	195577
1107	114501	195520
1108	114619	195441
1109	114740	195368
1110	114840	195259
1111	114937	195145
1112	115023	195012
1113	115119	194897
1114	115204	194763
1115	115308	194660
1116	115393	194526
1117	115487	194407
1118	115585	194295
1119	115687	194190
1120	115787	194081
1121	115871	193945
1122	115956	193810
1123	116083	193747
1124	116301	193835
1125	116446	193800
1126	116585	193758
1127	116745	193747
1128	116912	193749
1129	117000	193620
1130	117086	193488
1131	117174	193359
1132	117355	193382
1133	117704	193683
1134	117802	193569
1135	117885	193431
1136	117980	193314
1137	118071	193188
1138	118158	193058
1139	118250	192935
1140	118362	192844
1141	118484	192770
1142	118615	192710
1143	118738	192638
1144	118850	192548
1145	118945	192430
1146	119029	192294
1147	119119	192169
1148	119201	192029
1149	119277	191881
1150	119356	191738
1151	119430	191587
1152	119514	191450
1153	119597	191314
1154	119673	191166
1155	119748	191016
1156	119848	190908
1157	119965	190825
1158	120079	190739
1159	120176	190624
1160	120280	190521
1161	120373	190400
1162	120448	190252
1163	120526	190108
1164	120603	189962
1165	120701	189851
1166	120796	189734
1167	120905	189639
1168	120999	189521
1169	121086	189391
1170	121165	189250
1171	121241	189103
1172	121326	188971
1173	121399	188820
1174	121481	188683
1175	121554	188533
1176	121630	188387
1177	121702	188235
1178	121782	188095
1179	121879	187984
1180	121992	187894
1181	122077	187763
1182	122180	187659
1183	122268	187532
1184	122359	187411
1185	122504	187371
1186	122580	187226
1187	122657	187083
1188	122729	186932
1189	122798	186777
1190	122879	186640
1191	122989	186547
1192	123092	186444
1193	123208	186359
1194	123294	186230
1195	123375	186095
1196	123460	185964
1197	123528	185808
1198	123608	185670
1199	123689	185533
1200	123767	185393
1201	123842	185248
1202	123928	185120
1203	124019	184998
1204	124111	184880
1205	124195	184748
1206	124291	184634
1207	124368	184493
1208	124511	184449
1209	124717	184498
1210	124945	184580
1211	125030	184450
1212	125128	184339
1213	125228	184232
1214	125399	184228
1215	125588	184252
1216	125711	184177
1217	125835	184103
1218	125980	184061
1219	126071	183939
1220	126158	183812
1221	126238	183675
1222	126337	183566
1223	126423	183438
1224	126514	183317
1225	126616	183211
1226	126703	183084
1227	126801	182974
1228	126890	182850
1229	126984	182734
1230	127081	182620
1231	127164	182489
1232	127251	182363
1233	127344	182244
1234	127420	182103
1235	127560	182051
1236	127749	182070
1237	127903	182039
1238	128022	181959
1239	128182	181937
1240	128284	181831
1241	128370	181702
1242	128463	181584
1243	128538	181442
1244	128637	181331
1245	128750	181242
1246	128837	181115
1247	128932	181001
1248	129037	180900
1249	129125	180775
1250	129207	180642
1251	129295	180518
1252	129383	180393
1253	129471	180268
1254	129565	180153
1255	129649	180022
1256	129747	179913
1257	129835	179787
1258	129946	179695
1259	130046	179587
1260	130128	179455
1261	130246	179372
1262	130344	179262
1263	130431	179137
1264	130527	179023
1265	130617	178902
1266	130707	178781
1267	130794	178656
1268	130880	178529
1269	130967	178404
1270	131095	178334
1271	131196	178229
1272	131301	178128
1273	131399	178018
1274	131513	177930
1275	131597	177800
1276	131682	177673
1277	131776	177558
1278	131864	177433
1279	131955	177315
1280	132039	177186
1281	132131	177068
1282	132232	176962
1283	132324	176844
1284	132420	176731
1285	132527	176635
1286	132600	176491
1287	132685	176364
1288	132756	176219
1289	132832	176080
1290	132923	175961
1291	133013	175841
1292	133087	175700
1293	133173	175574
1294	133271	175465
1295	133372	175360
1296	133479	175261
1297	133579	175156
1298	133678	175048
1299	133844	175026
1300	134081	175098
1301	134175	174984
1302	134259	174856
1303	134343	174728
1304	134430	174605
1305	134551	174525
1306	134663	174433
1307	134804	174380
1308	134896	174262
1309	135009	174172
1310	135111	174068
1311	135207	173956
1312	135302	173842
1313	135390	173720
1314	135486	173608
1315	135579	173492
1316	135670	173374
1317	135753	173245
1318	135857	173143
1319	135958	173037
1320	136043	172912
1321	136137	172798
1322	136239	172693
1323	136342	172590
1324	136447	172489
1325	136570	172411
1326	136691	172332
1327	137053	172555
1328	137226	172540
1329	137374	172493
1330	137460	172368
1331	137557	172256
1332	137646	172136
1333	137740	172020
1334	137836	171908
1335	137920	171780
1336	138008	171658
1337	138101	171543
1338	138181	171410
1339	138273	171293
1340	138374	171187
1341	138459	171062
1342	138555	170950
1343	138642	170826
1344	138730	170705
1345	138849	170622
1346	138989	170563
1347	139115	170488
1348	139215	170381
1349	139306	170263
1350	139492	170260
1351	139603	170168
1352	139685	170038
1353	139756	169896
1354	139842	169772
1355	139920	169638
1356	140004	169512
1357	140074	169368
1358	140148	169229
1359	140223	169093
1360	140306	168965
1361	140391	168841
1362	140471	168709
1363	140549	168576
1364	140618	168432
1365	140693	168296
1366	140767	168159
1367	140842	168022
1368	140915	167884
1369	140999	167758
1370	141079	167628
1371	141154	167492
1372	141240	167370
1373	141321	167240
1374	141399	167108
1375	141478	166977
1376	141563	166853
1377	141636	166716
1378	141749	166625
1379	141869	166542
1380	141960	166426
1381	142047	166304
1382	142120	166166
1383	142197	166034
1384	142281	165909
1385	142400	165825
1386	142505	165725
1387	142605	165619
1388	142697	165504
1389	142806	165408
1390	142893	165288
1391	142964	165148
1392	143044	165020
1393	143126	164893
1394	143209	164767
1395	143280	164629
1396	143366	164507
1397	143446	164378
1398	143528	164252
1399	143596	164110
1400	143680	163986
1401	143765	163863
1402	143843	163733
1403	143930	163613
1404	144033	163511
1405	144181	163460
1406	144278	163351
1407	144378	163246
1408	144466	163126
1409	144600	163060
1410	144730	162988
1411	144851	162906
1412	144963	162814
1413	145096	162745
1414	145223	162670
1415	145340	162583
1416	145430	162467
1417	145528	162360
1418	145615	162240
1419	145708	162126
1420	145800	162011
1421	145905	161911
1422	146003	161803
1423	146089	161683
1424	146201	161590
1425	146336	161524
1426	146494	161482
1427	146600	161383
1428	146692	161269
1429	146780	161150
1430	146882	161047
1431	146974	160933
1432	147070	160822
1433	147169	160716
1434	147268	160609
1435	147370	160506
1436	147475	160406
1437	147762	160503
1438	147885	160423
1439	148024	160359
1440	148142	160273
1441	148264	160191
1442	148388	160111
1443	148499	160017
1444	148600	159912
1445	148768	159879
1446	148951	159863
1447	149062	159768
1448	149160	159660
1449	149234	159526
1450	149331	159416
1451	149405	159283
1452	149486	159157
1453	149602	159068
1454	149726	158987
1455	149823	158878
1456	149922	158771
1457	150015	158657
1458	150105	158541
1459	150237	158469
1460	150342	158369
1461	150452	158273
1462	150551	158166
1463	150664	158074
1464	150829	158035
1465	150929	157930
1466	151051	157847
1467	151186	157778
1468	151276	157660
1469	151363	157541
1470	151458	157430
1471	151539	157304
1472	151636	157195
1473	151735	157088
1474	151824	156970
1475	151919	156860
1476	152015	156749
1477	152112	156641
1478	152195	156517
1479	152282	156398
1480	152364	156274
1481	152454	156157
1482	152538	156035
1483	152628	155920
1484	152721	155806
1485	152802	155681
1486	152885	155558
1487	152967	155435
1488	153046	155307
1489	153129	155185
1490	153217	155067
1491	153327	154971
1492	153514	154954
1493	153660	154894
1494	153763	154792
1495	153858	154681
1496	153986	154603
1497	154069	154481
1498	154160	154366
1499	154251	154251
1500	154348	154142
1501	154433	154022
1502	154529	153912
1503	154634	153811
1504	154750	153721
1505	154859	153625
1506	154969	153529
1507	155065	153420
1508	155160	153309
1509	155256	153199
1510	155343	153081
1511	155439	152972
1512	155538	152865
1513	155624	152746
1514	155819	152733
1515	156040	152746
1516	156148	152648
1517	156270	152564
1518	156383	152471
1519	156529	152410
1520	156663	152337
1521	156769	152237
1522	156861	152124
1523	156960	152016
1524	157074	151924
1525	157180	151823
1526	157285	151723
1527	157383	151615
1528	157483	151509
1529	157593	151413
1530	157679	151294
1531	157774	151183
1532	157871	151074
1533	157975	150972
1534	158142	150930
1535	158272	150853
1536	158369	150744
1537	158471	150640
1538	158569	150532
1539	158683	150439
1540	158786	150336
1541	158890	150234
1542	159035	150171
1543	159161	150090
1544	159289	150010
1545	159395	149909
1546	159654	149953
1547	159772	149864
1548	159871	149757
1549	159982	149661
1550	160075	149548
1551	160164	149431
1552	160254	149316
1553	160341	149197
1554	160493	149139
1555	160587	149028
1556	160677	148913
1557	160752	148783
1558	160841	148667
1559	160924	148546
1560	161015	148431
1561	161099	148310
1562	161182	148188
1563	161264	148065
1564	161356	147952
1565	161443	147834
1566	161527	147714
1567	161639	147619
1568	161744	147518
1569	161833	147402
1570	161935	147298
1571	162031	147188
1572	162168	147116
1573	162255	146999
1574	162336	146876
1575	162426	146760
1576	162506	146637
1577	162584	146511
1578	162730	146447
1579	162833	146344
1580	162930	146235
1581	163007	146109
1582	163086	145984
1583	163179	145872
1584	163255	145745
1585	163337	145623
1586	163418	145501
1587	163502	145381
1588	163576	145252
1589	163663	145135
1590	163749	145017
1591	163839	144903
1592	163931	144790
1593	164016	144672
1594	164100	144552
1595	164193	144441
1596	164279	144323
1597	164376	144215
1598	164467	144101
1599	164563	143992
1600	164660	143885
1601	164775	143792
1602	164899	143708
1603	165135	143721
1604	165275	143651
1605	165406	143571
1606	165498	143459
1607	165596	143352
1608	165694	143245
1609	165784	143130
1610	165886	143026
1611	165973	142910
1612	166075	142806
1613	166164	142691
1614	166245	142569
1615	166347	142466
1616	166430	142345
1617	166516	142228
1618	166601	142110
1619	166699	142003
1620	166794	141893
1621	166895	141789
1622	166983	141673
1623	167072	141559
1624	167164	141446
1625	167311	141380
1626	167534	141379
1627	167661	141297
1628	167784	141210
1629	167956	141165
1630	168081	141081
1631	168168	140964
1632	168264	140856
1633	168359	140746
1634	168441	140625
1635	168541	140519
1636	168623	140399
1637	168709	140281
1638	168800	140169
1639	168893	140058
1640	168976	139938
1641	169076	139832
1642	169162	139715
1643	169242	139593
1644	169339	139485
1645	169425	139369
1646	169504	139246
1647	169591	139130
1648	169666	139004
1649	169763	138897
1650	169891	138814
1651	170010	138725
1652	170107	138617
1653	170192	138500
1654	170271	138377
1655	170360	138263
1656	170492	138184
1657	170591	138078
1658	170699	137979
1659	170796	137871
1660	170918	137784
1661	171070	137720
1662	171205	137643
1663	171280	137518
